"CLIENT_ISO_CODE","CITY","ZIPCODE","LONGITUDE","LATITUDE","id_cp"
"GB","Swadlincote","DE11 0SL",-1.5795,52.7821,1235051
"IT","Palau","07020",9.0652,40.9299,1235052
"DE","Wittingen","29378",10.7391,52.7281,1235053
"US","Santa Monica","90405",-118.4717,34.01,1235054
"CH","Zürich","8044",8.6049,47.3776,1235055
"SE","Helsingborg","25450",12.6944,56.0467,1235056
"DE","Köln","51065",7.0121,50.9549,1235057
"CA","MONTRÉAL","H4C0A8",-73.5935,45.4671,1235058
"FR","Marseille","13012",5.4362,43.2961,1235059
"ES","MONTILLA","14550",-4.6244,37.5696,1235060
"IN","New Delhi","110048",77.2236,28.5638,1235061
"IE","Dundalk","A91T9YK",-6.4167,54,1235062
"IT","Treia","62010",13.3477,43.3628,1235063
"TR","İstanbul","34890",29.0535,40.9466,1235064
"GB","Banbury","OX15 6LH",-1.4855,52.0597,1235065
"PT","Damaia","2720-029",-9.2308,38.7538,1235066
"GB","Sedgefield","TS21 2AZ",-1.4516,54.655,1235067
"TR","Kocaeli","41400",29.5646,40.8987,1235068
"IN","KOLKATA","700068",88.3038,22.4839,1235069
"MX","Zapotlanejo","45430",-103.0644,20.6569,1235070
"DE","Völklingen","66333",6.8587,49.2516,1235071
"MX","LEON","37530",-101.6464,21.1055,1235072
"US","Chula Vista","91913",-116.9852,32.6513,1235073
"BE","Fontaine L Eveques","6140",4.3243,50.4091,1235074
"NL","Amsterdam","1053 TA",4.8664,52.3687,1235075
"DE","Nittendorf","93152",11.9613,49.0246,1235076
"MX","Mexico","52779",-99.2791,19.4113,1235077
"GB","Great Tew","OX7 4AE",-1.4305,51.9602,1235078
"ES","Lepe","21440",-7.2329,37.2793,1235079
"ES","Santa Perpètua De Mogoda","08130",2.1794,41.5357,1235080
"ES","Valladolid","47008",-4.7381,41.6135,1235081
"US","Morristown","07960",-74.4873,40.7952,1235082
"BE","Aalter","9880",3.4469,51.0902,1235083
"ES","Fuenlabrada","28946",-3.7791,40.2729,1235084
"GB","London","SE12 0UG",0.0195,51.4388,1235085
"IT","Treviso","31100",12.1875,45.6368,1235086
"DE","KIRCHHEIM B. MÜNCHEN","85551",11.7556,48.1766,1235087
"GB","Hull","HU16 5RN",-0.4206,53.7848,1235088
"AR","Martinez","1640",-58.5167,-34.4833,1235089
"MX","Juarez","32546",-106.3771,31.6963,1235090
"GB","Birmingham","B8 3HL",-1.8436,52.4904,1235091
"US","East Rochester","14445",-77.4906,43.1128,1235092
"ES","Benifaió","46450",-0.4408,39.2887,1235093
"GB","London","SE23 2PX",-0.0468,51.4361,1235094
"US","Edgewater","07020",-73.9738,40.8317,1235095
"IT","Brescia","25122",10.2147,45.5356,1235096
"MX","Zapopan","45167",-103.57,20.8769,1235097
"FR","Aix Les Bains","73100",5.9252,45.7231,1235098
"ES","Sant Feliu de Llobregat","08980",2.0518,41.398,1235099
"BE","BINCHE","7130",4.1059,50.4324,1235100
"CZ","Říčany","251 01",14.7167,50,1235101
"ES","Pilar De La Horadada","03190",-0.7889,37.8619,1235102
"FR","Le Vésinet","78110",2.1331,48.8928,1235103
"PL","Rogów","44-362",18.4134,49.9836,1235104
"US","COLUMBUS","43219",-82.9103,40.0326,1235105
"DE","Berlin","10711",13.2905,52.4981,1235106
"US","Jersey City","07302",-74.0469,40.7221,1235107
"DE","München","81369",11.5306,48.1125,1235108
"US","Costa Mesa","92627",-117.9155,33.6483,1235109
"US","Allenwood","08720",-74.1122,40.1389,1235110
"ES","RIVAS-VACIAMADRID","28521",-3.5054,40.3426,1235111
"DE","Dußlingen","72144",9.0555,48.4536,1235112
"NL","Heerhuhowaard","1705 TR",4.8038,52.6453,1235113
"FR","COURCHEVEL","73120",6.5946,45.4458,1235114
"DE","HAMBURG","20095",10.0004,53.5521,1235115
"DE","Neusäß","86356",10.8333,48.3925,1235116
"ES","Madrid","28040",-3.7384,40.4474,1235117
"NL","Amsterdam","1015 JB",4.8829,52.3809,1235118
"FR","St-louis","68300",7.5592,47.5921,1235119
"FR","Redon","35600",-2.0842,47.6517,1235120
"PL","Konin","62-500",18.2567,52.2279,1235121
"ES","Toledo","45004",-4.0798,39.8378,1235122
"DE","Hamburg","22307",10.042,53.5992,1235123
"US","New York","10069",-73.9884,40.778,1235124
"US","Los Angeles","90004",-118.3029,34.0762,1235125
"DE","WÜRZBURG","97074",9.9416,49.7802,1235126
"US","Alhambra","91803",-118.1434,34.0745,1235127
"GB","Cwmbran","NP44 1UU",-3.0182,51.6625,1235128
"PT","Samora correia","2135-080",-8.8718,38.9371,1235129
"US","Washington","20003",-76.9895,38.8829,1235130
"GB","Sandy","SG19 1TF",-0.2945,52.1372,1235131
"ES","ALGETE","28110",-3.4953,40.6073,1235132
"US","BELLEVILLE","07109",-74.1631,40.7946,1235133
"SG","Singapore","521162",103.9471,1.3499,1235134
"US","EL CAJON","92021",-116.9223,32.8178,1235135
"NL","Den Haag","2531 VH",4.3029,52.0557,1235136
"GB","Mitcham","CR4 1EQ",-0.1538,51.4031,1235137
"TR","İstanbul","34688",28.8598,41.0023,1235138
"NL","DOORN","3941 GG",5.3445,52.0393,1235139
"IN","Sikar","332025",74.9322,27.4274,1235140
"MX","Toluca","52170",-99.6247,19.2235,1235141
"PL","Czempiń","64-020",16.7158,52.103,1235142
"DE","Reichelsheim","61203",8.8745,50.3564,1235143
"US","Lakewood","90713",-118.1115,33.8473,1235144
"GB","MAIDSTONE","ME14 1QP",0.5206,51.2753,1235145
"NL","ARNHEM","6811 CX",5.909,51.982,1235146
"CZ","PRAHA 4","148 00",14.4167,50.8167,1235147
"US","KEY LARGO","33037",-80.4473,25.0865,1235148
"FR","Marseille","13010",5.4152,43.2789,1235149
"US","Los Angeles","90031",-118.2113,34.0783,1235150
"US","Lynn","01902",-70.942,42.4698,1235151
"US","Meriden","06451",-72.8189,41.5401,1235152
"PL","Daszewice","61-160",16.8931,52.2505,1235153
"PH","Quezon City","1112",121.0351,14.6184,1235154
"FR","Deuil-la-Barre","95170",2.3272,48.9767,1235155
"IN","KANGRA","176125",76.3177,32.1088,1235156
"US","Glendale","91202",-118.2656,34.1652,1235157
"GB","Warndon","WR4 9BB",-2.1918,52.1994,1235158
"GB","CHELMSFORD","CM2 0SB",0.4668,51.7304,1235159
"IT","Forlì","47121",12.0414,44.2218,1235160
"FR","PONTPOINT","60700",2.6,49.3167,1235161
"US","CANOGA PARK","91303",-118.5983,34.1993,1235162
"GB","Wakefield","WF3 4NF",-1.4809,53.7012,1235163
"IT","GRUGLIASCO","10095",7.6141,45.0445,1235164
"IT","Roma","00197",12.5113,41.8919,1235165
"US","Brookline","02445",-71.1341,42.3259,1235166
"GB","GRAYS","RM20 2ZQ",0.2832,51.4877,1235167
"IT","Spirano","24050",9.7037,45.5126,1235168
"RO","ORADEA","410583",21.9183,47.0458,1235169
"GB","Plymouth","PL1 5BY",-4.1458,50.3762,1235170
"US","Atlanta","30305",-84.3851,33.832,1235171
"US","Austin","78739",-97.8784,30.172,1235172
"IN","Bengaluru","560085",77.5487,12.9347,1235173
"TR","İstanbul","34160",28.8836,41.0185,1235174
"CA","MANITOU BEACH","S0K4T1",-105.3998,52.0345,1235175
"FR","Saint Cyr L’école","78210",2.0681,48.7987,1235176
"IT","Capannori","55012",10.5727,43.8417,1235177
"ES","Toledo","45006",-3.998,39.8406,1235178
"DE","Dortmund","44141",7.4998,51.5044,1235179
"GB","CARDIFF","CF24 1NY",-3.1531,51.4871,1235180
"DE","OLDENBURG","26121",8.205,53.1599,1235181
"GB","Norwich","NR1 1DW",1.3042,52.6282,1235182
"IT","Rimini","47923",12.5653,44.0575,1235183
"GB","Sutton","SM3 9NS",-0.2028,51.3833,1235184
"NL","Winschoten","9671 BR",7.0437,53.1421,1235185
"BE","Asse","1730",4.2263,50.9312,1235186
"DE","Bremen","28757",8.7814,53.1094,1235187
"DE","Rastede","26180",8.2,53.25,1235188
"GB","Chigwell","IG7 5DL",0.0803,51.6129,1235189
"ES","Albacete","02005",-1.8026,39.0676,1235190
"NL","Hengelo","7557 LS",6.8165,52.2753,1235191
"IT","Vallecrosia","18019",7.639,43.7867,1235192
"AR","Teodelina","6009",-61.5333,-34.1833,1235193
"ES","Boo De Piélagos, Pielagos","39478",-3.9368,43.4258,1235194
"MY","Kuala Lumpur","58200",101.6794,3.0934,1235195
"CA","Toronto","M5V3A3",-79.3985,43.6338,1235196
"TR","Konya","42090",32.4678,37.8299,1235197
"GB","London","E17 9JQ",-0.0091,51.5813,1235198
"US","Chicago","60628",-87.6243,41.6934,1235199
"GB","London","SE10 0UN",0.0124,51.4976,1235200
"US","Franklin Sq","11010",-73.6758,40.701,1235201
"IE","Dublin","D16 W7Y7",-6.279,53.3419,1235202
"BE","Mechelen","2800",4.4776,51.0257,1235203
"GB","HARLECH","LL46 2TU",-4.1097,52.8518,1235204
"GB","Croydon","CR0 0QF",-0.018,51.3522,1235205
"PL","Grabica","97-306",19.4547,51.4762,1235206
"PL","Lędziny","43-140",19.1074,50.1283,1235207
"GB","christchurch","BH23 3JZ",-1.7515,50.731,1235208
"US","Burtonsville","20866",-76.9339,39.0922,1235209
"ES","Gondomar","36378",-8.8004,42.0979,1235210
"GB","Altrincham","WA15 0BH",-2.3121,53.3631,1235211
"PT","PONTA DELGADA","9500-211",-25.6669,37.7462,1235212
"PL","Szczecin","70-876",14.7553,53.3835,1235213
"SK","Brzotín","049 51",20.4957,48.631,1235214
"US","ATLANTA","30305",-84.3851,33.832,1235215
"PL","Pelplin","83-130",18.7082,53.9084,1235216
"MY","GEORGETOWN","10350",100.3138,5.4309,1235217
"US","Houston","77008",-95.4118,29.7991,1235218
"FR","Lons","64140",-0.411,43.315,1235219
"GB","PRESTONPANS","EH32 9FU",-2.9962,55.9472,1235220
"ES","Sevilla","41003",-5.9859,37.3942,1235221
"BE","Woluwe-St.-Lambert","1200",4.4291,50.8439,1235222
"ES","Binissafuller","07711",4.237,39.8487,1235223
"FR","Clichy","92110",2.3095,48.9002,1235224
"TR","Ankara","06700",32.8665,39.8962,1235225
"DE","Regensburg","93051",12.0734,49.0007,1235226
"ES","Pechina","04250",-2.411,36.919,1235227
"FR","ST AUBIN DE MEDOC","33160",-0.7246,44.9118,1235228
"SI","Črniče","5262",13.7767,45.9106,1235229
"GB","Benfleet","SS7 5UB",0.5453,51.5669,1235230
"US","ATLANTA","30315",-84.3808,33.7051,1235231
"FR","Angers","49100",-0.552,47.4716,1235232
"TR","Eskişehir","26190",30.3711,39.5492,1235233
"AT","NEUHOFEN IM INNKREIS","4912",13.4866,48.1907,1235234
"DE","Leinefelde-Worbis","37327",10.3667,51.3833,1235235
"US","FREDERICKSBURG","22406",-77.5349,38.3796,1235236
"AR","Córdoba capital","5000",-64.175,-31.425,1235237
"IT","Milano","20135",9.1895,45.4643,1235238
"ES","Mislata","46920",-0.4196,39.4779,1235239
"NO","OSLO","0161",10.7823,59.8457,1235240
"NO","Søreidgrend","5251",5.2833,60.3137,1235241
"IT","MILANO","20149",9.1895,45.4643,1235242
"DE","Mönchengladbach","41066",6.4838,51.2249,1235243
"PL","Wrocław","53-601",17.0111,51.1054,1235244
"ES","Carballo","15105",-8.6491,43.2816,1235245
"GB","Carmarthen","SA31 2PJ",-4.2988,51.847,1235246
"ES","MARBELLA","29601",-4.8871,36.5136,1235247
"US","Nashville","37205",-86.869,36.1114,1235248
"US","Suwanee","30024",-84.0262,34.0425,1235249
"MX","Ciudad de México","11529",-99.1964,19.4407,1235250
"FR","Pontivy","56300",-2.9664,48.0683,1235251
"CA","Burlington","L7N1A3",-79.7746,43.335,1235252
"IT","Pontedera","56025",10.6454,43.6491,1235253
"ES","LAREDO","39770",-3.4347,43.4082,1235254
"TR","Sivas","58000",37.3697,39.591,1235255
"CA","Thornhill","L4J0G8",-79.4535,43.8141,1235256
"CA","BARRIE","L4N0C6",-79.7211,44.345,1235257
"GB","Cramlington","NE23 8BZ",-1.6225,55.0827,1235258
"FR","Chaponost","69630",4.7422,45.7102,1235259
"DE","GUNDELFINGEN A. D. DONAU","89423",10.3689,48.551,1235260
"DE","Berlin","10119",13.4053,52.5305,1235261
"PT","Guimarães","4835-061",-8.2962,41.4444,1235262
"PL","Borki","21-345",22.5013,51.7609,1235263
"ES","FUENLABRADA","28943",-3.807,40.2847,1235264
"ES","Rota","11520",-6.3439,36.6778,1235265
"US","MIAMI BEACH","33139",-80.1564,25.7873,1235266
"GB","BIRMINGHAM","B45 8BF",-1.9925,52.3632,1235267
"BE","MONS","7000",3.9523,50.4541,1235268
"FR","Bordeaux","33300",-0.5805,44.8404,1235269
"GB","SUNBURY-ON-THAMES","TW16 5LX",-0.4082,51.414,1235270
"BE","LIER","2500",4.5704,51.1313,1235271
"US","Pomona","91767",-117.7362,34.0812,1235272
"US","Margate","33063",-80.2092,26.2674,1235273
"DE","FRANKFURT AM MAIN","60311",8.6831,50.1112,1235274
"CA","Calgary","T3E5R1",-114.1156,50.9956,1235275
"PL","Bełchatów","97-400",19.4627,51.3111,1235276
"GB","Romford","RM3 0FB",0.2325,51.5916,1235277
"NL","Dongen","5103 NP",4.95,51.6289,1235278
"GB","Stoke-on-Trent","ST3 1TN",-2.1228,52.9896,1235279
"PL","Zator","32-640",19.432,49.9937,1235280
"MX","CIUDAD DE MEXICO","06350",-99.1507,19.4456,1235281
"DE","Siershahn","56427",7.7797,50.4864,1235282
"GB","NEWCASTLE UPON TYNE","NE2 2LY",-1.5983,54.9903,1235283
"DE","Wöllstein","55597",7.9667,49.8167,1235284
"FR","TONNEINS","47400",0.3833,44.4167,1235285
"NL","Noordwijk","2203 CL",4.4556,52.243,1235286
"TR","Ankara","06200",32.7916,39.9619,1235287
"PT","Lisboa","1800-104",-9.1333,38.7167,1235288
"FR","NICE","06100",7.2661,43.7031,1235289
"GB","GRANTHAM","NG31 9HA",-0.6065,52.9121,1235290
"TR","Denizli","20160",29.0915,37.7367,1235291
"TR","Trabzon","61030",39.7275,40.9965,1235292
"ES","Consell","07330",2.8228,39.6641,1235293
"DE","Sonsbeck","47665",6.3792,51.6074,1235294
"ES","Mataro","08302",2.4332,41.5331,1235295
"US","LOS ANGELES","90044",-118.2901,33.9551,1235296
"ES","ZARAUTZ","20800",-2.1696,43.2751,1235297
"GB","LONDON","N16 5SW",-0.0757,51.5655,1235298
"IT","Castiglione Torinese","10090",7.4775,45.0151,1235299
"SE","Helsingborg","25225",12.6944,56.0467,1235300
"IT","Brescia","25121",10.2147,45.5356,1235301
"CA","SHELBURNE","L9V3C6",-80.1959,44.0821,1235302
"CH","Hausen AG","5212",8.2074,47.4613,1235303
"IN","Navi Mumbai","400703",73.0005,19.0787,1235304
"ES","Tarazona de la Mancha","02100",-1.9295,39.2424,1235305
"CA","Burnaby","V5H3W4",-122.9732,49.2248,1235306
"PL","Koło","62-600",18.6633,52.3061,1235307
"TR","Ankara","06480",32.8378,39.923,1235308
"ES","San Anonio De Benageber","46184",-0.4927,39.563,1235309
"NL","Hilversum","1222 NB",5.1771,52.2357,1235310
"ES","Montilla","14550",-4.6244,37.5696,1235311
"LV","Pļaviņas","5120",25.9095,56.6338,1235312
"US","WALL TOWNSHIP","07719",-74.072,40.1688,1235313
"DE","Bad Segeberg","23795",10.3333,53.95,1235314
"US","Clarksburg","20871",-77.2794,39.2387,1235315
"NL","Utrecht","3526 VS",5.0913,52.0717,1235316
"IT","Nocera Superiore","84015",14.6833,40.75,1235317
"ES","VILAGARCIA DE AROUSA","36600",-8.7674,42.5938,1235318
"GB","WOKING","GU24 0LR",-0.6456,51.2928,1235319
"PL","SZCZECIN","71417",14.5441,53.438,1235320
"ES","RIBADEO","27700",-7.0418,43.5335,1235321
"GB","London","SW11 1PQ",-0.1664,51.4632,1235322
"NL","'S-GRAVENHAGE","2545 GT",4.2744,52.0507,1235323
"RO","Pascani","705200",26.7229,47.2469,1235324
"ES","Badajoz","06010",-6.8994,38.7217,1235325
"IT","Osio Sopra","24030",9.5808,45.7391,1235326
"PL","Goleniów","72-100",14.7952,53.5657,1235327
"MX","Nezahualcóyotl","57130",-99.0465,19.4813,1235328
"DE","Werdau","08412",12.3753,50.736,1235329
"BE","ZONNEBEKE","8980",2.9812,50.8128,1235330
"ES","Cuéllar","40200",-4.2641,41.3525,1235331
"IT","Bormio","23032",10.3701,46.4672,1235332
"GB","Liverpool","L27 4BH",-2.8311,53.3824,1235333
"MX","Ciudad de México","01900",-99.2099,19.3197,1235334
"GB","BIRMINGHAM","B47 6WG",-1.8939,52.3764,1235335
"DE","Bad Kreuznach","55543",7.8647,49.8368,1235336
"US","Gainesville","32608",-82.3873,29.6132,1235337
"GB","Shrewsbury","SY3 6DU",-2.7755,52.6964,1235338
"GB","Nottingham","NG10 4BE",-1.2895,52.9052,1235339
"GB","Wheathampstead","AL4 8FH",-0.2978,51.8065,1235340
"PL","Zduńska Wola","98-220",19.0201,51.5809,1235341
"GB","LONDON","SE4 1RZ",-0.0309,51.4517,1235342
"ES","Colmenar viejo , Madrid","28770",-3.7232,40.6763,1235343
"DE","DORTMUND","44137",7.4601,51.5097,1235344
"RO","Priboieni","117600",25.0833,44.8833,1235345
"GB","Leeds","LS9 8RR",-1.5231,53.7912,1235346
"IT","Sulmona","67039",13.92,42.0386,1235347
"NL","Aalsmeer","1432 PC",4.8064,52.2762,1235348
"ES","MADRID","28034",-3.6877,40.4998,1235349
"US","Metairie","70005",-90.1331,30.0005,1235350
"DE","Leipzig","04315",12.3833,51.3667,1235351
"CA","Thornhill","L4J6N3",-79.4599,43.798,1235352
"AR","La Rioja","5300",-66.7583,-29.3583,1235353
"FR","Boissy-Saint-Léger","94470",2.5116,48.7515,1235354
"ES","MADRID","28050",-3.6674,40.5005,1235355
"GB","MANSFIELD","NG21 9EH",-1.1122,53.164,1235356
"GB","Farnborough","GU14 8QA",-0.7697,51.3,1235357
"MX","MONTERREY","64750",-100.2968,25.8046,1235358
"TR","Zonguldak","67040",31.8369,41.4643,1235359
"MX","Acatic","45470",-102.9106,20.78,1235360
"US","Brooklyn","11226",-73.957,40.6467,1235361
"ES","Sevilla","41014",-5.97,37.3258,1235362
"US","ARLINGTON","22202",-77.0592,38.8565,1235363
"LT","Vilniaus m. sav.","08243",25.2746,54.7134,1235364
"GB","LONDON","E14 9ET",-0.0147,51.4966,1235365
"IN","Jammu","180004",74.9142,32.9251,1235366
"ES","Churra","30110",-1.1305,38.0207,1235367
"GB","Camberley","GU17 0BU",-0.7954,51.3345,1235368
"DE","Offenbach am Main","63067",8.7344,50.1069,1235369
"DE","Gütersloh","33335",8.4599,51.9316,1235370
"US","Ladera Ranch","92694",-117.6238,33.5472,1235371
"DE","München","81373",11.5393,48.1171,1235372
"US","Simpsonville","29681",-82.255,34.7512,1235373
"NL","ede","6712 BA",5.6549,52.0435,1235374
"BE","Wommelgem","2160",4.5225,51.2045,1235375
"MX","Ciudad Juárez","32668",-106.4,31.6681,1235376
"TH","Bangkok","10400",100.531,13.7625,1235377
"DE","Lörrach","79541",7.6922,47.6335,1235378
"GB","Ware","SG12 9SZ",-0.0172,51.7989,1235379
"ES","Santa Maria de Palautordera","08460",2.4505,41.6848,1235380
"MX","CIUDAD DE MÉXICO","06700",-99.1634,19.4181,1235381
"SE","södertälje","15252",17.6252,59.1955,1235382
"IE","Naas","W91N8KW",-6.6669,53.2158,1235383
"DE","Liebenburg","38704",10.4317,52.0218,1235384
"DE","Usingen","61250",8.5369,50.3355,1235385
"GB","Bathgate","EH48 2BS",-3.6641,55.8982,1235386
"ES","Valdefuentes","10180",-6.1209,39.2947,1235387
"MX","Yahualica de González Gallo","47300",-102.8745,21.1981,1235388
"PL","Zgierz","95-100",19.4921,51.932,1235389
"US","SOUTHAVEN","38672",-89.9258,34.9474,1235390
"NL","Beverwijk","1948 BG",4.6765,52.4858,1235391
"NL","Rotterdam","3033 GG",4.4673,51.9273,1235392
"CA","Toronto","M4L3k2",-79.3117,43.6753,1235393
"MX","México D.F.","07670",-99.1541,19.5203,1235394
"NL","Eindhoven","5625 BA",5.4715,51.47,1235395
"GB","Glasgow","g76 0lr",-4.2797,55.7435,1235396
"NL","Amsterdam","1059 BM",4.8466,52.3489,1235397
"US","Miami","33174",-80.3611,25.7628,1235398
"GB","Rugeley","WS15 4BH",-1.8743,52.7419,1235399
"GB","London","SE4 2NN",-0.04,51.467,1235400
"MX","Mexicali","21270",-115.3036,32.586,1235401
"NL","Rotterdam","3062 AG",4.5131,51.9254,1235402
"US","Atlanta","30312",-84.3781,33.7467,1235403
"IN","New Delhi","110018",77.0884,28.6396,1235404
"GB","Chatham","ME4 5SA",0.5246,51.3752,1235405
"NL","Haarlem","2015 KR",4.6039,52.3721,1235406
"ES","CORUÑA (A)","15002",-8.4006,43.3805,1235407
"IT","FOSSOMBRONE","61034",12.7503,43.677,1235408
"NO","Oslo","0852",10.7823,59.8457,1235409
"PL","Gliwice","44-102",18.6817,50.3088,1235410
"MX","CIUDAD DE MÉXICO","05214",-99.282,19.3773,1235411
"ES","La Zubia","18140",-3.5762,37.1096,1235412
"US","Sacramento","95829",-121.344,38.4689,1235413
"IT","PIACENZA","29121",9.6934,45.0524,1235414
"US","LAKEWOOD","90712",-118.1457,33.8512,1235415
"PL","Skorzec","08-114",22.1926,52.1237,1235416
"NL","Enschede","7544 XK",6.8809,52.1934,1235417
"GB","Dungannon","BT71 4QS",-6.5966,54.5106,1235418
"FR","La Bouilladisse","13720",5.5931,43.3962,1235419
"GB","Fivemiletown","BT75 0RW",-7.3478,54.4068,1235420
"IT","Lanciano","66034",14.3902,42.2272,1235421
"DE","Nürnberg","90459",11.0809,49.4403,1235422
"FR","Vitry-sur-Seine","94400",2.4033,48.7872,1235423
"DE","Menden","58708",7.7764,51.4553,1235424
"GB","Hyde","SK14 5LF",-2.0654,53.4349,1235425
"IT","Milano","20153",9.0778,45.4926,1235426
"FR","Barentin","76360",0.9928,49.5299,1235427
"NO","Drøbak","1448",10.6565,59.6679,1235428
"NL","Amsterdam","1062 BG",4.84,52.361,1235429
"US","Fairfield","06824",-73.2681,41.1692,1235430
"ES","Quart de Poblet","46930",-0.5116,39.4698,1235431
"US","Chula Vista","91915",-116.9408,32.6315,1235432
"ES","València","46014",-0.4102,39.4521,1235433
"DZ","Guelma","24000",7.5033,36.4145,1235434
"IE","Cork","T34HW29",-8.4797,51.9886,1235435
"PL","Blachownia","42-290",19.0054,50.8,1235436
"PT","PORTO","4000-422",-8.611,41.1496,1235437
"IN","INDORE","452001",75.87,22.7233,1235438
"FR","Rochefort-en-Yvelines","78730",1.9395,48.5711,1235439
"US","Troy","12180",-73.6683,42.7287,1235440
"US","ARCADIA","91007",-118.0515,34.1243,1235441
"IT","CASALECCHIO DI RENO","40033",11.2749,44.4756,1235442
"ES","gorliz","48630",-2.9326,43.4222,1235443
"PL","Książenice","44-213",18.603,50.1565,1235444
"AU","Glenelg North","5045",138.5139,-34.98,1235445
"DE","Neuenhaus","49828",6.9667,52.4667,1235446
"US","YUMA","85365",-114.4905,32.7093,1235447
"TR","İstanbul","34550",28.1856,41.4127,1235448
"ES","Olivenza","06100",-7.1575,38.7061,1235449
"IN","Faridabad","121007",77.1724,28.4873,1235450
"US","GREENBRAE","94904",-122.5363,37.9479,1235451
"CZ","Praha 12 - Modřany","143 00",14.45,49.9833,1235452
"US","Elkridge","21075",-76.7531,39.2058,1235453
"ES","Teruel","44003",-1.1137,40.352,1235454
"NL","Helmond","5708 zk",5.6112,51.4599,1235455
"ES","Hospitalet de Llobregat","08902",2.1229,41.3642,1235456
"RO","DUDU","077041",25.9907,44.4562,1235457
"PL","Przyborów","34-340",19.2942,49.5904,1235458
"FR","LONS","64140",-0.411,43.315,1235459
